case_id,activity,timestamp,resource,supplier_name
CASE-0054,Road Transport Dispatch,2025-11-08T07:46:55Z,R-Ops2,SpeedJet Air Cargo
CASE-0054,Last Mile Delivery,2025-11-09T04:34:08Z,R-Ops2,SpeedJet Air Cargo
CASE-0055,Order Received,2025-07-23T22:12:00Z,R-Ops4,FastCargo Ltd.
CASE-0055,Warehouse Pick & Pack,2025-07-23T22:48:50Z,R-Ops4,FastCargo Ltd.
CASE-0055,Customs Clearance,2025-07-24T03:34:35Z,R-Ops4,FastCargo Ltd.
CASE-0055,Road Transport Dispatch,2025-07-24T12:35:39Z,R-Ops4,FastCargo Ltd.
CASE-0055,Last Mile Delivery,2025-07-25T11:19:09Z,R-Ops4,FastCargo Ltd.
CASE-0056,Order Received,2025-10-17T01:22:00Z,R-Ops1,FastCargo Ltd.
CASE-0056,Warehouse Pick & Pack,2025-10-17T02:39:56Z,R-Ops1,FastCargo Ltd.
CASE-0056,Customs Clearance,2025-10-17T07:18:42Z,R-Ops1,FastCargo Ltd.
CASE-0056,Road Transport Dispatch,2025-10-17T11:51:48Z,R-Ops1,FastCargo Ltd.
CASE-0056,Last Mile Delivery,2025-10-18T02:59:24Z,R-Ops1,FastCargo Ltd.
CASE-0057,Order Received,2025-08-10T11:40:00Z,R-Ops1,GreenFreight Ltd.
CASE-0057,Warehouse Pick & Pack,2025-08-10T13:30:14Z,R-Ops1,GreenFreight Ltd.
CASE-0057,Customs Clearance,2025-08-10T17:20:34Z,R-Ops1,GreenFreight Ltd.
CASE-0057,Road Transport Dispatch,2025-08-10T22:34:00Z,R-Ops1,GreenFreight Ltd.
CASE-0057,Last Mile Delivery,2025-08-11T18:47:03Z,R-Ops1,GreenFreight Ltd.
CASE-0058,Order Received,2025-09-05T14:27:00Z,R-Ops5,FastCargo Ltd.
CASE-0058,Warehouse Pick & Pack,2025-09-05T16:11:18Z,R-Ops5,FastCargo Ltd.
CASE-0058,Customs Clearance,2025-09-05T20:33:30Z,R-Ops5,FastCargo Ltd.
CASE-0058,Road Transport Dispatch,2025-09-06T03:08:12Z,R-Ops5,FastCargo Ltd.
CASE-0058,Recycling Processing,2025-09-07T03:28:59Z,R-Ops5,FastCargo Ltd.
CASE-0058,Last Mile Delivery,2025-09-07T06:44:04Z,R-Ops5,FastCargo Ltd.
CASE-0059,Order Received,2025-12-09T12:21:00Z,R-Ops5,FastCargo Ltd.
CASE-0059,Warehouse Pick & Pack,2025-12-09T12:53:34Z,R-Ops5,FastCargo Ltd.
CASE-0059,Customs Clearance,2025-12-09T18:17:48Z,R-Ops5,FastCargo Ltd.
CASE-0059,Road Transport Dispatch,2025-12-09T23:45:05Z,R-Ops5,FastCargo Ltd.
CASE-0059,Last Mile Delivery,2025-12-10T22:43:47Z,R-Ops5,FastCargo Ltd.
CASE-0060,Order Received,2025-10-12T00:33:00Z,R-Ops3,FastCargo Ltd.
CASE-0060,Warehouse Pick & Pack,2025-10-12T02:28:19Z,R-Ops3,FastCargo Ltd.
CASE-0060,Customs Clearance,2025-10-12T04:48:52Z,R-Ops3,FastCargo Ltd.
CASE-0060,Road Transport Dispatch,2025-10-12T14:34:30Z,R-Ops3,FastCargo Ltd.
CASE-0060,Last Mile Delivery,2025-10-13T13:09:24Z,R-Ops3,FastCargo Ltd.
CASE-0061,Order Received,2025-01-09T02:18:00Z,R-Ops4,GreenFreight Ltd.
CASE-0061,Warehouse Pick & Pack,2025-01-09T03:07:56Z,R-Ops4,GreenFreight Ltd.
CASE-0061,Customs Clearance,2025-01-09T07:53:58Z,R-Ops4,GreenFreight Ltd.
CASE-0061,Road Transport Dispatch,2025-01-09T14:20:57Z,R-Ops4,GreenFreight Ltd.
CASE-0061,Last Mile Delivery,2025-01-10T10:04:54Z,R-Ops4,GreenFreight Ltd.
CASE-0062,Order Received,2025-06-19T11:44:00Z,R-Ops5,GreenFreight Ltd.
CASE-0062,Warehouse Pick & Pack,2025-06-19T12:54:50Z,R-Ops5,GreenFreight Ltd.
CASE-0062,Customs Clearance,2025-06-19T16:08:25Z,R-Ops5,GreenFreight Ltd.
CASE-0062,Air Freight Dispatch,2025-06-19T21:59:05Z,R-Ops5,GreenFreight Ltd.
CASE-0062,Last Mile Delivery,2025-06-20T01:14:48Z,R-Ops5,GreenFreight Ltd.
CASE-0063,Order Received,2025-04-21T23:30:00Z,R-Ops2,Deecan Roadlines
CASE-0063,Warehouse Pick & Pack,2025-04-22T00:24:53Z,R-Ops2,Deecan Roadlines
CASE-0063,Customs Clearance,2025-04-22T04:46:23Z,R-Ops2,Deecan Roadlines
CASE-0063,Road Transport Dispatch,2025-04-22T14:51:17Z,R-Ops2,Deecan Roadlines
CASE-0063,Last Mile Delivery,2025-04-23T15:39:35Z,R-Ops2,Deecan Roadlines
CASE-0064,Order Received,2025-07-04T05:19:00Z,R-Ops2,SpeedJet Air Cargo
CASE-0064,Warehouse Pick & Pack,2025-07-04T05:50:16Z,R-Ops2,SpeedJet Air Cargo
CASE-0064,Customs Clearance,2025-07-04T09:58:27Z,R-Ops2,SpeedJet Air Cargo
CASE-0064,Truck Delivery Transport Dispatch,2025-07-04T16:10:08Z,R-Ops2,SpeedJet Air Cargo
CASE-0064,Last Mile Delivery,2025-07-05T15:42:09Z,R-Ops2,SpeedJet Air Cargo
CASE-0065,Order Received,2025-02-22T00:36:00Z,R-Ops4,Deecan Roadlines
CASE-0065,Warehouse Pick & Pack,2025-02-22T01:31:35Z,R-Ops4,Deecan Roadlines
CASE-0065,Customs Clearance,2025-02-22T05:26:28Z,R-Ops4,Deecan Roadlines
CASE-0065,Truck Delivery Transport Dispatch,2025-02-22T12:10:01Z,R-Ops4,Deecan Roadlines
CASE-0065,Last Mile Delivery,2025-02-23T08:41:30Z,R-Ops4,Deecan Roadlines
CASE-0066,Order Received,2025-07-25T15:04:00Z,R-Ops1,EcoLink Carriers
CASE-0066,Warehouse Pick & Pack,2025-07-25T16:25:55Z,R-Ops1,EcoLink Carriers
CASE-0066,Customs Clearance,2025-07-25T21:10:40Z,R-Ops1,EcoLink Carriers
CASE-0066,Air Freight Dispatch,2025-07-26T02:23:30Z,R-Ops1,EcoLink Carriers
CASE-0066,Recycling Processing,2025-07-26T08:11:17Z,R-Ops1,EcoLink Carriers
CASE-0066,Last Mile Delivery,2025-07-26T10:51:45Z,R-Ops1,EcoLink Carriers
CASE-0067,Order Received,2025-11-02T19:14:00Z,R-Ops5,GreenFreight Ltd.
CASE-0067,Warehouse Pick & Pack,2025-11-02T20:53:48Z,R-Ops5,GreenFreight Ltd.
CASE-0067,Customs Clearance,2025-11-03T00:25:06Z,R-Ops5,GreenFreight Ltd.
CASE-0067,Road Transport Dispatch,2025-11-03T11:41:11Z,R-Ops5,GreenFreight Ltd.
CASE-0067,Last Mile Delivery,2025-11-04T08:34:18Z,R-Ops5,GreenFreight Ltd.
CASE-0068,Order Received,2025-01-31T19:47:00Z,R-Ops5,FastCargo Ltd.
CASE-0068,Warehouse Pick & Pack,2025-01-31T20:25:55Z,R-Ops5,FastCargo Ltd.
CASE-0068,Customs Clearance,2025-02-01T01:28:59Z,R-Ops5,FastCargo Ltd.
CASE-0068,Road Transport Dispatch,2025-02-01T10:29:14Z,R-Ops5,FastCargo Ltd.
CASE-0068,Recycling Processing,2025-02-02T02:17:56Z,R-Ops5,FastCargo Ltd.
CASE-0068,Last Mile Delivery,2025-02-02T03:46:07Z,R-Ops5,FastCargo Ltd.
CASE-0069,Order Received,2025-12-19T19:30:00Z,R-Ops4,GreenFreight Ltd.
CASE-0069,Warehouse Pick & Pack,2025-12-19T20:26:12Z,R-Ops4,GreenFreight Ltd.
CASE-0069,Customs Clearance,2025-12-19T23:21:46Z,R-Ops4,GreenFreight Ltd.
CASE-0069,Air Freight Dispatch,2025-12-20T09:01:06Z,R-Ops4,GreenFreight Ltd.
CASE-0069,Last Mile Delivery,2025-12-20T12:50:04Z,R-Ops4,GreenFreight Ltd.
CASE-0070,Order Received,2025-12-05T06:27:00Z,R-Ops5,SpeedJet Air Cargo
CASE-0070,Warehouse Pick & Pack,2025-12-05T07:07:19Z,R-Ops5,SpeedJet Air Cargo
CASE-0070,Customs Clearance,2025-12-05T10:01:17Z,R-Ops5,SpeedJet Air Cargo
CASE-0070,Road Transport Dispatch,2025-12-05T15:12:47Z,R-Ops5,SpeedJet Air Cargo
CASE-0070,Incineration Disposal,2025-12-06T07:38:08Z,R-Ops5,SpeedJet Air Cargo
CASE-0070,Last Mile Delivery,2025-12-06T10:25:14Z,R-Ops5,SpeedJet Air Cargo
CASE-0071,Order Received,2025-08-13T03:29:00Z,R-Ops3,FastCargo Ltd.
CASE-0071,Warehouse Pick & Pack,2025-08-13T05:00:58Z,R-Ops3,FastCargo Ltd.
CASE-0071,Customs Clearance,2025-08-13T09:48:55Z,R-Ops3,FastCargo Ltd.
CASE-0071,Road Transport Dispatch,2025-08-13T21:21:24Z,R-Ops3,FastCargo Ltd.
CASE-0071,Recycling Processing,2025-08-14T17:17:40Z,R-Ops3,FastCargo Ltd.
CASE-0071,Last Mile Delivery,2025-08-14T19:35:26Z,R-Ops3,FastCargo Ltd.
CASE-0072,Order Received,2025-05-09T00:05:00Z,R-Ops5,SpeedJet Air Cargo
CASE-0072,Warehouse Pick & Pack,2025-05-09T00:55:36Z,R-Ops5,SpeedJet Air Cargo
CASE-0072,Customs Clearance,2025-05-09T05:37:26Z,R-Ops5,SpeedJet Air Cargo
CASE-0072,Road Transport Dispatch,2025-05-09T16:30:28Z,R-Ops5,SpeedJet Air Cargo
CASE-0072,Last Mile Delivery,2025-05-10T07:42:55Z,R-Ops5,SpeedJet Air Cargo
CASE-0073,Order Received,2025-01-21T05:30:00Z,R-Ops5,SpeedJet Air Cargo
CASE-0073,Warehouse Pick & Pack,2025-01-21T06:46:42Z,R-Ops5,SpeedJet Air Cargo
CASE-0073,Customs Clearance,2025-01-21T10:32:50Z,R-Ops5,SpeedJet Air Cargo
CASE-0073,Truck Delivery Transport Dispatch,2025-01-21T16:46:21Z,R-Ops5,SpeedJet Air Cargo
CASE-0073,Last Mile Delivery,2025-01-22T15:07:53Z,R-Ops5,SpeedJet Air Cargo
CASE-0074,Order Received,2025-06-28T13:21:00Z,R-Ops4,EcoLink Carriers
CASE-0074,Warehouse Pick & Pack,2025-06-28T14:19:53Z,R-Ops4,EcoLink Carriers
CASE-0074,Customs Clearance,2025-06-28T16:44:59Z,R-Ops4,EcoLink Carriers
CASE-0074,Road Transport Dispatch,2025-06-28T22:02:11Z,R-Ops4,EcoLink Carriers
CASE-0074,Last Mile Delivery,2025-06-29T17:59:28Z,R-Ops4,EcoLink Carriers
CASE-0075,Order Received,2025-01-19T14:05:00Z,R-Ops5,GreenFreight Ltd.
CASE-0075,Warehouse Pick & Pack,2025-01-19T15:03:18Z,R-Ops5,GreenFreight Ltd.
CASE-0075,Customs Clearance,2025-01-19T18:20:53Z,R-Ops5,GreenFreight Ltd.
CASE-0075,Road Transport Dispatch,2025-01-20T06:06:34Z,R-Ops5,GreenFreight Ltd.
CASE-0075,Last Mile Delivery,2025-01-21T02:15:20Z,R-Ops5,GreenFreight Ltd.
CASE-0076,Order Received,2025-07-31T01:12:00Z,R-Ops4,FastCargo Ltd.
CASE-0076,Warehouse Pick & Pack,2025-07-31T02:28:39Z,R-Ops4,FastCargo Ltd.
CASE-0076,Customs Clearance,2025-07-31T06:58:05Z,R-Ops4,FastCargo Ltd.
CASE-0076,Road Transport Dispatch,2025-07-31T14:57:22Z,R-Ops4,FastCargo Ltd.
CASE-0076,Recycling Processing,2025-08-01T06:28:20Z,R-Ops4,FastCargo Ltd.
CASE-0076,Last Mile Delivery,2025-08-01T08:20:10Z,R-Ops4,FastCargo Ltd.
CASE-0077,Order Received,2025-01-15T20:38:00Z,R-Ops1,GreenFreight Ltd.
CASE-0077,Warehouse Pick & Pack,2025-01-15T22:19:56Z,R-Ops1,GreenFreight Ltd.
CASE-0077,Customs Clearance,2025-01-16T03:10:17Z,R-Ops1,GreenFreight Ltd.
CASE-0077,Road Transport Dispatch,2025-01-16T09:39:26Z,R-Ops1,GreenFreight Ltd.
CASE-0077,Landfill Disposal,2025-01-17T04:44:14Z,R-Ops1,GreenFreight Ltd.
CASE-0077,Last Mile Delivery,2025-01-17T06:04:39Z,R-Ops1,GreenFreight Ltd.
CASE-0078,Order Received,2025-09-13T22:18:00Z,R-Ops2,EcoLink Carriers
CASE-0078,Warehouse Pick & Pack,2025-09-13T23:33:47Z,R-Ops2,EcoLink Carriers
CASE-0078,Customs Clearance,2025-09-14T02:39:25Z,R-Ops2,EcoLink Carriers
CASE-0078,Truck Delivery Transport Dispatch,2025-09-14T13:20:05Z,R-Ops2,EcoLink Carriers
CASE-0078,Last Mile Delivery,2025-09-15T09:46:19Z,R-Ops2,EcoLink Carriers
CASE-0079,Order Received,2025-11-03T16:47:00Z,R-Ops2,GreenFreight Ltd.
CASE-0079,Warehouse Pick & Pack,2025-11-03T18:36:08Z,R-Ops2,GreenFreight Ltd.
CASE-0079,Customs Clearance,2025-11-04T00:03:30Z,R-Ops2,GreenFreight Ltd.
CASE-0079,Air Freight Dispatch,2025-11-04T06:16:06Z,R-Ops2,GreenFreight Ltd.
CASE-0079,Last Mile Delivery,2025-11-04T09:55:41Z,R-Ops2,GreenFreight Ltd.
CASE-0080,Order Received,2025-01-02T09:46:00Z,R-Ops3,FastCargo Ltd.
CASE-0080,Warehouse Pick & Pack,2025-01-02T10:42:52Z,R-Ops3,FastCargo Ltd.
CASE-0080,Customs Clearance,2025-01-02T15:03:44Z,R-Ops3,FastCargo Ltd.
CASE-0080,Road Transport Dispatch,2025-01-03T03:03:12Z,R-Ops3,FastCargo Ltd.
CASE-0080,Last Mile Delivery,2025-01-03T19:32:21Z,R-Ops3,FastCargo Ltd.
CASE-0081,Order Received,2025-10-10T17:24:00Z,R-Ops3,SpeedJet Air Cargo
CASE-0081,Warehouse Pick & Pack,2025-10-10T18:34:58Z,R-Ops3,SpeedJet Air Cargo
CASE-0081,Customs Clearance,2025-10-10T21:52:12Z,R-Ops3,SpeedJet Air Cargo
CASE-0081,Air Freight Dispatch,2025-10-11T03:22:45Z,R-Ops3,SpeedJet Air Cargo
CASE-0081,Incineration Disposal,2025-10-11T07:39:59Z,R-Ops3,SpeedJet Air Cargo
CASE-0081,Last Mile Delivery,2025-10-11T08:47:50Z,R-Ops3,SpeedJet Air Cargo
CASE-0082,Order Received,2025-07-17T21:50:00Z,R-Ops4,GreenFreight Ltd.
CASE-0082,Warehouse Pick & Pack,2025-07-17T23:33:52Z,R-Ops4,GreenFreight Ltd.
CASE-0082,Customs Clearance,2025-07-18T05:29:15Z,R-Ops4,GreenFreight Ltd.
CASE-0082,Road Transport Dispatch,2025-07-18T13:27:01Z,R-Ops4,GreenFreight Ltd.
CASE-0082,Last Mile Delivery,2025-07-19T09:28:23Z,R-Ops4,GreenFreight Ltd.
CASE-0083,Order Received,2025-02-21T16:58:00Z,R-Ops4,EcoLink Carriers
CASE-0083,Warehouse Pick & Pack,2025-02-21T18:09:07Z,R-Ops4,EcoLink Carriers
CASE-0083,Customs Clearance,2025-02-21T23:02:30Z,R-Ops4,EcoLink Carriers
CASE-0083,Air Freight Dispatch,2025-02-22T06:19:17Z,R-Ops4,EcoLink Carriers
CASE-0083,Last Mile Delivery,2025-02-22T08:56:20Z,R-Ops4,EcoLink Carriers
CASE-0084,Order Received,2025-11-16T22:25:00Z,R-Ops3,SpeedJet Air Cargo
CASE-0084,Warehouse Pick & Pack,2025-11-16T23:53:29Z,R-Ops3,SpeedJet Air Cargo
CASE-0084,Customs Clearance,2025-11-17T05:17:54Z,R-Ops3,SpeedJet Air Cargo
CASE-0084,Truck Delivery Transport Dispatch,2025-11-17T16:07:01Z,R-Ops3,SpeedJet Air Cargo
CASE-0084,Last Mile Delivery,2025-11-18T13:55:02Z,R-Ops3,SpeedJet Air Cargo
CASE-0085,Order Received,2025-01-19T19:04:00Z,R-Ops5,GreenFreight Ltd.
CASE-0085,Warehouse Pick & Pack,2025-01-19T19:55:07Z,R-Ops5,GreenFreight Ltd.
CASE-0085,Customs Clearance,2025-01-20T00:39:23Z,R-Ops5,GreenFreight Ltd.
CASE-0085,Road Transport Dispatch,2025-01-20T06:57:19Z,R-Ops5,GreenFreight Ltd.
CASE-0085,Last Mile Delivery,2025-01-20T22:51:33Z,R-Ops5,GreenFreight Ltd.
CASE-0086,Order Received,2025-03-27T22:19:00Z,R-Ops4,EcoLink Carriers
CASE-0086,Warehouse Pick & Pack,2025-03-28T00:10:18Z,R-Ops4,EcoLink Carriers
CASE-0086,Customs Clearance,2025-03-28T02:21:20Z,R-Ops4,EcoLink Carriers
CASE-0086,Road Transport Dispatch,2025-03-28T12:43:29Z,R-Ops4,EcoLink Carriers
CASE-0086,Recycling Processing,2025-03-29T07:28:23Z,R-Ops4,EcoLink Carriers
CASE-0086,Last Mile Delivery,2025-03-29T10:10:15Z,R-Ops4,EcoLink Carriers
CASE-0087,Order Received,2025-03-31T02:39:00Z,R-Ops2,Deecan Roadlines
CASE-0087,Warehouse Pick & Pack,2025-03-31T04:27:22Z,R-Ops2,Deecan Roadlines
CASE-0087,Customs Clearance,2025-03-31T08:56:06Z,R-Ops2,Deecan Roadlines
CASE-0087,Truck Delivery Transport Dispatch,2025-03-31T14:51:42Z,R-Ops2,Deecan Roadlines
CASE-0087,Last Mile Delivery,2025-04-01T10:17:34Z,R-Ops2,Deecan Roadlines
CASE-0088,Order Received,2025-05-11T21:00:00Z,R-Ops4,SpeedJet Air Cargo
CASE-0088,Warehouse Pick & Pack,2025-05-11T22:50:54Z,R-Ops4,SpeedJet Air Cargo
CASE-0088,Customs Clearance,2025-05-12T02:42:33Z,R-Ops4,SpeedJet Air Cargo
CASE-0088,Road Transport Dispatch,2025-05-12T09:00:37Z,R-Ops4,SpeedJet Air Cargo
CASE-0088,Last Mile Delivery,2025-05-13T00:44:56Z,R-Ops4,SpeedJet Air Cargo
CASE-0089,Order Received,2025-11-24T13:44:00Z,R-Ops3,FastCargo Ltd.
CASE-0089,Warehouse Pick & Pack,2025-11-24T14:36:30Z,R-Ops3,FastCargo Ltd.
CASE-0089,Customs Clearance,2025-11-24T19:59:22Z,R-Ops3,FastCargo Ltd.
CASE-0089,Road Transport Dispatch,2025-11-25T01:35:00Z,R-Ops3,FastCargo Ltd.
CASE-0089,Recycling Processing,2025-11-25T21:24:55Z,R-Ops3,FastCargo Ltd.
CASE-0089,Last Mile Delivery,2025-11-26T00:08:23Z,R-Ops3,FastCargo Ltd.
CASE-0090,Order Received,2025-12-04T12:17:00Z,R-Ops1,SpeedJet Air Cargo
CASE-0090,Warehouse Pick & Pack,2025-12-04T12:47:43Z,R-Ops1,SpeedJet Air Cargo
CASE-0090,Customs Clearance,2025-12-04T18:15:20Z,R-Ops1,SpeedJet Air Cargo
CASE-0090,Truck Delivery Transport Dispatch,2025-12-05T04:28:56Z,R-Ops1,SpeedJet Air Cargo
CASE-0090,Last Mile Delivery,2025-12-06T07:35:18Z,R-Ops1,SpeedJet Air Cargo
CASE-0091,Order Received,2025-11-07T11:14:00Z,R-Ops2,SpeedJet Air Cargo
CASE-0091,Warehouse Pick & Pack,2025-11-07T12:41:17Z,R-Ops2,SpeedJet Air Cargo
CASE-0091,Customs Clearance,2025-11-07T17:10:18Z,R-Ops2,SpeedJet Air Cargo
CASE-0091,Air Freight Dispatch,2025-11-08T02:35:38Z,R-Ops2,SpeedJet Air Cargo
CASE-0091,Last Mile Delivery,2025-11-08T07:13:50Z,R-Ops2,SpeedJet Air Cargo
CASE-0092,Order Received,2025-06-08T14:02:00Z,R-Ops1,EcoLink Carriers
CASE-0092,Warehouse Pick & Pack,2025-06-08T15:24:09Z,R-Ops1,EcoLink Carriers
CASE-0092,Customs Clearance,2025-06-08T20:19:55Z,R-Ops1,EcoLink Carriers
CASE-0092,Road Transport Dispatch,2025-06-09T01:03:11Z,R-Ops1,EcoLink Carriers
CASE-0092,Recycling Processing,2025-06-09T23:31:40Z,R-Ops1,EcoLink Carriers
CASE-0092,Last Mile Delivery,2025-06-10T02:08:46Z,R-Ops1,EcoLink Carriers
CASE-0093,Order Received,2025-09-14T08:53:00Z,R-Ops5,SpeedJet Air Cargo
CASE-0093,Warehouse Pick & Pack,2025-09-14T09:37:48Z,R-Ops5,SpeedJet Air Cargo
CASE-0093,Customs Clearance,2025-09-14T15:17:10Z,R-Ops5,SpeedJet Air Cargo
CASE-0093,Truck Delivery Transport Dispatch,2025-09-15T02:50:23Z,R-Ops5,SpeedJet Air Cargo
CASE-0093,Last Mile Delivery,2025-09-15T23:47:28Z,R-Ops5,SpeedJet Air Cargo
CASE-0094,Order Received,2025-02-08T04:48:00Z,R-Ops4,EcoLink Carriers
CASE-0094,Warehouse Pick & Pack,2025-02-08T06:44:59Z,R-Ops4,EcoLink Carriers
CASE-0094,Customs Clearance,2025-02-08T12:11:25Z,R-Ops4,EcoLink Carriers
CASE-0094,Truck Delivery Transport Dispatch,2025-02-08T21:59:02Z,R-Ops4,EcoLink Carriers
CASE-0094,Last Mile Delivery,2025-02-10T01:39:24Z,R-Ops4,EcoLink Carriers
CASE-0095,Order Received,2025-07-22T00:16:00Z,R-Ops1,SpeedJet Air Cargo
CASE-0095,Warehouse Pick & Pack,2025-07-22T01:34:17Z,R-Ops1,SpeedJet Air Cargo
CASE-0095,Customs Clearance,2025-07-22T05:23:26Z,R-Ops1,SpeedJet Air Cargo
CASE-0095,Air Freight Dispatch,2025-07-22T14:46:23Z,R-Ops1,SpeedJet Air Cargo
CASE-0095,Last Mile Delivery,2025-07-22T19:06:41Z,R-Ops1,SpeedJet Air Cargo
CASE-0096,Order Received,2025-12-12T07:30:00Z,R-Ops1,SpeedJet Air Cargo
CASE-0096,Warehouse Pick & Pack,2025-12-12T08:02:15Z,R-Ops1,SpeedJet Air Cargo
CASE-0096,Customs Clearance,2025-12-12T13:34:28Z,R-Ops1,SpeedJet Air Cargo
CASE-0096,Truck Delivery Transport Dispatch,2025-12-12T22:03:56Z,R-Ops1,SpeedJet Air Cargo
CASE-0096,Incineration Disposal,2025-12-13T18:16:45Z,R-Ops1,SpeedJet Air Cargo
CASE-0096,Last Mile Delivery,2025-12-13T22:00:27Z,R-Ops1,SpeedJet Air Cargo
CASE-0097,Order Received,2025-03-01T04:02:00Z,R-Ops4,SpeedJet Air Cargo
CASE-0097,Warehouse Pick & Pack,2025-03-01T05:57:09Z,R-Ops4,SpeedJet Air Cargo
CASE-0097,Customs Clearance,2025-03-01T09:10:12Z,R-Ops4,SpeedJet Air Cargo
CASE-0097,Road Transport Dispatch,2025-03-01T17:06:40Z,R-Ops4,SpeedJet Air Cargo
CASE-0097,Recycling Processing,2025-03-02T16:59:01Z,R-Ops4,SpeedJet Air Cargo
CASE-0097,Last Mile Delivery,2025-03-02T19:59:42Z,R-Ops4,SpeedJet Air Cargo
CASE-0098,Order Received,2025-10-28T23:46:00Z,R-Ops4,FastCargo Ltd.
CASE-0098,Warehouse Pick & Pack,2025-10-29T00:29:54Z,R-Ops4,FastCargo Ltd.
CASE-0098,Customs Clearance,2025-10-29T04:09:28Z,R-Ops4,FastCargo Ltd.
CASE-0098,Road Transport Dispatch,2025-10-29T08:57:00Z,R-Ops4,FastCargo Ltd.
CASE-0098,Last Mile Delivery,2025-10-30T04:01:52Z,R-Ops4,FastCargo Ltd.
CASE-0099,Order Received,2025-04-22T14:28:00Z,R-Ops3,EcoLink Carriers
CASE-0099,Warehouse Pick & Pack,2025-04-22T16:23:32Z,R-Ops3,EcoLink Carriers
CASE-0099,Customs Clearance,2025-04-22T21:48:51Z,R-Ops3,EcoLink Carriers
CASE-0099,Air Freight Dispatch,2025-04-23T02:36:32Z,R-Ops3,EcoLink Carriers
CASE-0099,Last Mile Delivery,2025-04-23T06:47:13Z,R-Ops3,EcoLink Carriers
CASE-0100,Order Received,2025-07-23T08:12:00Z,R-Ops1,SpeedJet Air Cargo
CASE-0100,Warehouse Pick & Pack,2025-07-23T10:09:08Z,R-Ops1,SpeedJet Air Cargo
CASE-0100,Customs Clearance,2025-07-23T15:56:54Z,R-Ops1,SpeedJet Air Cargo
CASE-0100,Road Transport Dispatch,2025-07-24T02:32:30Z,R-Ops1,SpeedJet Air Cargo
CASE-0100,Last Mile Delivery,2025-07-24T19:39:46Z,R-Ops1,SpeedJet Air Cargo
CASE-0101,Order Received,2025-06-20T07:08:00Z,R-Ops1,EcoLink Carriers
CASE-0101,Warehouse Pick & Pack,2025-06-20T08:48:49Z,R-Ops1,EcoLink Carriers
CASE-0101,Customs Clearance,2025-06-20T11:38:04Z,R-Ops1,EcoLink Carriers
CASE-0101,Road Transport Dispatch,2025-06-20T22:16:23Z,R-Ops1,EcoLink Carriers
CASE-0101,Last Mile Delivery,2025-06-21T19:08:13Z,R-Ops1,EcoLink Carriers
CASE-0102,Order Received,2025-03-17T19:00:00Z,R-Ops3,Deecan Roadlines
CASE-0102,Warehouse Pick & Pack,2025-03-17T19:54:57Z,R-Ops3,Deecan Roadlines
CASE-0102,Customs Clearance,2025-03-18T01:51:07Z,R-Ops3,Deecan Roadlines
CASE-0102,Road Transport Dispatch,2025-03-18T13:45:08Z,R-Ops3,Deecan Roadlines
CASE-0102,Landfill Disposal,2025-03-19T12:44:14Z,R-Ops3,Deecan Roadlines
CASE-0102,Last Mile Delivery,2025-03-19T14:07:58Z,R-Ops3,Deecan Roadlines
CASE-0103,Order Received,2025-10-29T10:01:00Z,R-Ops2,SpeedJet Air Cargo
CASE-0103,Warehouse Pick & Pack,2025-10-29T10:46:40Z,R-Ops2,SpeedJet Air Cargo
CASE-0103,Customs Clearance,2025-10-29T12:59:15Z,R-Ops2,SpeedJet Air Cargo
CASE-0103,Road Transport Dispatch,2025-10-29T22:55:16Z,R-Ops2,SpeedJet Air Cargo
CASE-0103,Last Mile Delivery,2025-10-30T21:22:40Z,R-Ops2,SpeedJet Air Cargo
CASE-0104,Order Received,2025-10-31T03:28:00Z,R-Ops5,SpeedJet Air Cargo
CASE-0104,Warehouse Pick & Pack,2025-10-31T04:43:20Z,R-Ops5,SpeedJet Air Cargo
CASE-0104,Customs Clearance,2025-10-31T10:30:14Z,R-Ops5,SpeedJet Air Cargo
CASE-0104,Air Freight Dispatch,2025-10-31T14:51:03Z,R-Ops5,SpeedJet Air Cargo
CASE-0104,Last Mile Delivery,2025-10-31T20:19:08Z,R-Ops5,SpeedJet Air Cargo
CASE-0105,Order Received,2025-02-01T15:54:00Z,R-Ops1,GreenFreight Ltd.
CASE-0105,Warehouse Pick & Pack,2025-02-01T17:00:08Z,R-Ops1,GreenFreight Ltd.
CASE-0105,Customs Clearance,2025-02-01T21:44:48Z,R-Ops1,GreenFreight Ltd.
CASE-0105,Truck Delivery Transport Dispatch,2025-02-02T05:40:08Z,R-Ops1,GreenFreight Ltd.
CASE-0105,Incineration Disposal,2025-02-03T00:24:13Z,R-Ops1,GreenFreight Ltd.
CASE-0105,Last Mile Delivery,2025-02-03T01:36:03Z,R-Ops1,GreenFreight Ltd.
CASE-0106,Order Received,2025-11-21T18:35:00Z,R-Ops5,SpeedJet Air Cargo
CASE-0106,Warehouse Pick & Pack,2025-11-21T20:09:05Z,R-Ops5,SpeedJet Air Cargo
CASE-0106,Customs Clearance,2025-11-21T23:40:30Z,R-Ops5,SpeedJet Air Cargo
CASE-0106,Road Transport Dispatch,2025-11-22T08:27:15Z,R-Ops5,SpeedJet Air Cargo
CASE-0106,Last Mile Delivery,2025-11-23T04:30:35Z,R-Ops5,SpeedJet Air Cargo
CASE-0107,Order Received,2025-04-21T13:28:00Z,R-Ops5,EcoLink Carriers
